index,Xwidth,Xcumsum,Yval,Xcumsumleft,Macro grouping,Stage subgrouped
626,0.095824618,6098.258627,41777.05033,6098.162803,Hepatocellular carcinoma,HCC
627,0.08105846,6098.339686,41739.36663,6098.258627,Hepatocellular carcinoma,HCC
628,0.00826846,6098.347954,41725.18455,6098.339686,Hepatocellular carcinoma,HCC
629,0.001847325,6098.349802,41720.99197,6098.347954,Hepatocellular carcinoma,HCC
630,0.000743753,6098.350545,41718.78202,6098.349802,Hepatocellular carcinoma,HCC
631,14.8092506,6113.159796,41711.76458,6098.350545,Hepatocellular carcinoma,HCC
632,0.030372162,6113.190168,41708.38709,6113.159796,Hepatocellular carcinoma,HCC
633,36.71650275,6149.906671,41013.21467,6113.190168,Hepatocellular carcinoma,HCC
634,0.000583067,6149.907254,40891.66708,6149.906671,Hepatocellular carcinoma,HCC
635,0.001537869,6149.908792,40887.64118,6149.907254,Hepatocellular carcinoma,HCC
636,99.70642764,6249.61522,40811.5873,6149.908792,Hepatocellular carcinoma,HCC
637,37.79121562,6287.406435,40788.39385,6249.61522,Hepatocellular carcinoma,HCC
638,83.98767715,6371.394112,40605.6807,6287.406435,Hepatocellular carcinoma,HCC
639,3.18135E-06,6371.394116,40143.38491,6371.394112,Hepatocellular carcinoma,HCC
640,1.06048E-06,6371.394117,40143.022,6371.394116,Hepatocellular carcinoma,HCC
641,297.3694931,6668.76361,40132.67797,6371.394117,Hepatocellular carcinoma,HCC
642,227.9528415,6896.716451,39953.82546,6668.76361,Hepatocellular carcinoma,HCC
643,485.3690469,7382.085498,39918.29506,6896.716451,Hepatocellular carcinoma,HCC
644,6.111659133,7388.197157,39809.35408,7382.085498,Hepatocellular carcinoma,HCC
645,4.47874499,7392.675902,39774.89122,7388.197157,Hepatocellular carcinoma,HCC
646,312.572042,7705.247944,39750.83161,7392.675902,Hepatocellular carcinoma,HCC
647,1.102216495,7706.350161,39630.11851,7705.247944,Hepatocellular carcinoma,HCC
648,1.102216495,7707.452377,39630.11851,7706.350161,Hepatocellular carcinoma,HCC
649,2.526391454,7709.978769,39613.55146,7707.452377,Hepatocellular carcinoma,HCC
650,3.691998425,7713.670767,39603.41349,7709.978769,Hepatocellular carcinoma,HCC
651,2.581094872,7716.251862,39581.50635,7713.670767,Hepatocellular carcinoma,HCC
652,6.424876462,7722.676738,39482.49586,7716.251862,Hepatocellular carcinoma,HCC
653,0.989734704,7723.666473,39434.13521,7722.676738,Hepatocellular carcinoma,HCC
654,0.002296173,7723.668769,39186.68691,7723.666473,Hepatocellular carcinoma,HCC
655,0.002296173,7723.671065,39186.68691,7723.668769,Hepatocellular carcinoma,HCC
656,4.196816761,7727.867882,39183.42617,7723.671065,Hepatocellular carcinoma,HCC
657,0.025730299,7727.893613,39145.91133,7727.867882,Hepatocellular carcinoma,HCC
658,0.025730299,7727.919343,39145.91133,7727.893613,Hepatocellular carcinoma,HCC
659,0.004687883,7727.924031,39141.03363,7727.919343,Hepatocellular carcinoma,HCC
660,0.004687883,7727.928719,39141.03363,7727.924031,Hepatocellular carcinoma,HCC
661,1.81029547,7729.739014,39138.74684,7727.928719,Hepatocellular carcinoma,HCC
662,0.001838509,7729.740853,39138.5575,7729.739014,Hepatocellular carcinoma,HCC
663,0.001838509,7729.742691,39138.5575,7729.740853,Hepatocellular carcinoma,HCC
664,7.514477148,7737.257168,39046.82913,7729.742691,Hepatocellular carcinoma,HCC
665,0.002866031,7737.260034,39034.79838,7737.257168,Hepatocellular carcinoma,HCC
666,0.002866031,7737.2629,39034.79838,7737.260034,Hepatocellular carcinoma,HCC
667,3.603153488,7740.866054,38907.3699,7737.2629,Hepatocellular carcinoma,HCC
668,0.248338605,7741.114392,38901.10299,7740.866054,Hepatocellular carcinoma,HCC
669,0.248338605,7741.362731,38901.10299,7741.114392,Hepatocellular carcinoma,HCC
670,0.073329255,7741.43606,38895.15291,7741.362731,Hepatocellular carcinoma,HCC
671,0.073329255,7741.509389,38895.15291,7741.43606,Hepatocellular carcinoma,HCC
672,11.08488675,7752.594276,38826.33605,7741.509389,Hepatocellular carcinoma,HCC
673,3.15823E-05,7752.594308,38727.29158,7752.594276,Hepatocellular carcinoma,HCC
674,8.70877E-05,7752.594395,38697.10694,7752.594308,Hepatocellular carcinoma,HCC
675,42.52274639,7795.117141,38510.08778,7752.594395,Hepatocellular carcinoma,HCC
676,49.08529036,7844.202432,38324.13446,7795.117141,Hepatocellular carcinoma,HCC
677,104.2910835,7948.493515,38258.29134,7844.202432,Hepatocellular carcinoma,HCC
678,77.80299781,8026.296513,38016.48325,7948.493515,Hepatocellular carcinoma,HCC
679,179.0107907,8205.307304,37959.73641,8026.296513,Hepatocellular carcinoma,HCC
680,157.0696583,8362.376962,37809.93625,8205.307304,Hepatocellular carcinoma,HCC
681,0.321667505,8362.698629,37629.87185,8362.376962,Hepatocellular carcinoma,HCC
682,1.163375886,8363.862005,37607.48412,8362.698629,Hepatocellular carcinoma,HCC
683,4.081887363,8367.943893,37597.87509,8363.862005,Hepatocellular carcinoma,HCC
684,3.435511312,8371.379404,37557.21294,8367.943893,Hepatocellular carcinoma,HCC
685,0.003151557,8371.382556,37431.38763,8371.379404,Hepatocellular carcinoma,HCC
686,0.645108719,8372.027664,37419.82353,8371.382556,Hepatocellular carcinoma,HCC
687,2.544821993,8374.572486,37416.15578,8372.027664,Hepatocellular carcinoma,HCC
688,1.853181895,8376.425668,37400.61982,8374.572486,Hepatocellular carcinoma,HCC
689,2.026926928,8378.452595,37387.96498,8376.425668,Hepatocellular carcinoma,HCC
690,2.403457208,8380.856052,37380.62152,8378.452595,Hepatocellular carcinoma,HCC
691,1.356273782,8382.212326,37376.41902,8380.856052,Hepatocellular carcinoma,HCC
692,0.001278427,8382.213605,37359.96943,8382.212326,Hepatocellular carcinoma,HCC
693,0.000606445,8382.214211,37336.45977,8382.213605,Hepatocellular carcinoma,HCC
694,0.000606445,8382.214817,37336.45977,8382.214211,Hepatocellular carcinoma,HCC
695,6.825794194,8389.040612,37267.47887,8382.214817,Hepatocellular carcinoma,HCC
696,0.985998925,8390.026611,37238.97904,8389.040612,Hepatocellular carcinoma,HCC
697,0.483739028,8390.51035,37236.97616,8390.026611,Hepatocellular carcinoma,HCC
698,4.013708456,8394.524058,37135.63966,8390.51035,Hepatocellular carcinoma,HCC
699,0.00244558,8394.526504,37109.40551,8394.524058,Hepatocellular carcinoma,HCC
700,8.602426597,8403.12893,37094.18424,8394.526504,Hepatocellular carcinoma,HCC
701,0.037018403,8403.165949,37068.06722,8403.12893,Hepatocellular carcinoma,HCC
702,0.009111158,8403.17506,37062.56557,8403.165949,Hepatocellular carcinoma,HCC
703,0.002786122,8403.177846,37061.14751,8403.17506,Hepatocellular carcinoma,HCC
704,0.00106079,8403.178907,37049.27043,8403.177846,Hepatocellular carcinoma,HCC
705,0.013935042,8403.192842,37008.26086,8403.178907,Hepatocellular carcinoma,HCC
706,0.003746353,8403.196588,37002.90424,8403.192842,Hepatocellular carcinoma,HCC
707,0.001266883,8403.197855,37001.36049,8403.196588,Hepatocellular carcinoma,HCC
708,2.677212498,8405.875067,36911.39802,8403.197855,Hepatocellular carcinoma,HCC
709,32.44112733,8438.316195,36863.26925,8405.875067,Hepatocellular carcinoma,HCC
710,0.444295544,8438.76049,36730.64469,8438.316195,Hepatocellular carcinoma,HCC
711,0.210021948,8438.970512,36728.04292,8438.76049,Hepatocellular carcinoma,HCC
712,32.261725,8471.232237,36726.30576,8438.970512,Hepatocellular carcinoma,HCC
713,0.147020725,8471.379258,36633.5649,8471.232237,Hepatocellular carcinoma,HCC
714,26.40141259,8497.780671,36592.89202,8471.379258,Hepatocellular carcinoma,HCC
715,0.08280903,8497.86348,36478.59453,8497.780671,Hepatocellular carcinoma,HCC
716,0.240690944,8498.104171,36475.39534,8497.86348,Hepatocellular carcinoma,HCC
717,23.06130241,8521.165473,36448.5706,8498.104171,Hepatocellular carcinoma,HCC
718,0.101767379,8521.26724,36374.4659,8521.165473,Hepatocellular carcinoma,HCC
719,0.333400278,8521.600641,36329.86413,8521.26724,Hepatocellular carcinoma,HCC
720,0.036370819,8521.637011,36315.5413,8521.600641,Hepatocellular carcinoma,HCC
721,0.261186992,8521.898198,36303.0166,8521.637011,Hepatocellular carcinoma,HCC
722,0.001824042,8521.900023,36301.97031,8521.898198,Hepatocellular carcinoma,HCC
723,0.000695022,8521.900718,36301.2201,8521.900023,Hepatocellular carcinoma,HCC
724,1.402423221,8523.303141,36291.73577,8521.900718,Hepatocellular carcinoma,HCC
725,0.00166374,8523.304804,36265.48609,8523.303141,Hepatocellular carcinoma,HCC
726,0.323216018,8523.628021,36253.00653,8523.304804,Hepatocellular carcinoma,HCC
727,0.000690912,8523.628711,36211.69994,8523.628021,Hepatocellular carcinoma,HCC
728,0.183476248,8523.812188,36173.45887,8523.628711,Hepatocellular carcinoma,HCC
729,1.60867538,8525.420863,36167.8563,8523.812188,Hepatocellular carcinoma,HCC
730,0.348266319,8525.769129,36134.22312,8525.420863,Hepatocellular carcinoma,HCC
731,0.205062148,8525.974192,36132.14936,8525.769129,Hepatocellular carcinoma,HCC
732,0.336920267,8526.311112,36095.79411,8525.974192,Hepatocellular carcinoma,HCC
733,0.162101043,8526.473213,36038.3578,8526.311112,Hepatocellular carcinoma,HCC
734,0.138189313,8526.611402,36002.32392,8526.473213,Hepatocellular carcinoma,HCC
735,7.905835668,8534.517238,35989.87014,8526.611402,Hepatocellular carcinoma,HCC
736,0.001283972,8534.518522,35933.64146,8534.517238,Hepatocellular carcinoma,HCC
737,0.018506417,8534.537028,35924.97653,8534.518522,Hepatocellular carcinoma,HCC
738,0.009083669,8534.546112,35920.4144,8534.537028,Hepatocellular carcinoma,HCC
739,0.001359118,8534.547471,35919.67142,8534.546112,Hepatocellular carcinoma,HCC
740,0.188735089,8534.736206,35902.38779,8534.547471,Hepatocellular carcinoma,HCC
741,0.00055172,8534.736758,35899.73748,8534.736206,Hepatocellular carcinoma,HCC
742,7.354014489,8542.090772,35892.65365,8534.736758,Hepatocellular carcinoma,HCC
743,0.007656663,8542.098429,35890.54254,8542.090772,Hepatocellular carcinoma,HCC
744,0.00374256,8542.102171,35886.2466,8542.098429,Hepatocellular carcinoma,HCC
745,0.000589205,8542.102761,35885.30744,8542.102171,Hepatocellular carcinoma,HCC
746,0.14703029,8542.249791,35758.47285,8542.102761,Hepatocellular carcinoma,HCC
747,0.011774032,8542.261565,35757.83186,8542.249791,Hepatocellular carcinoma,HCC
748,0.018960804,8542.280526,35757.61918,8542.261565,Hepatocellular carcinoma,HCC
749,0.175907514,8542.456433,35690.63054,8542.280526,Hepatocellular carcinoma,HCC
750,0.056933515,8542.513367,35673.53295,8542.456433,Hepatocellular carcinoma,HCC
751,0.013215763,8542.526583,35652.75391,8542.513367,Hepatocellular carcinoma,HCC
752,0.016717403,8542.5433,35652.56203,8542.526583,Hepatocellular carcinoma,HCC
753,0.069840224,8542.61314,35632.72742,8542.5433,Hepatocellular carcinoma,HCC
754,10.58591634,8553.199057,35605.66099,8542.61314,Hepatocellular carcinoma,HCC
755,0.049163791,8553.24822,35576.32403,8553.199057,Hepatocellular carcinoma,HCC
756,8.650423993,8561.898644,35544.7034,8553.24822,Hepatocellular carcinoma,HCC
757,0.002386948,8561.901031,35538.99646,8561.898644,Hepatocellular carcinoma,HCC
758,0.000923413,8561.901955,35538.39289,8561.901031,Hepatocellular carcinoma,HCC
759,0.208656616,8562.110611,35449.60805,8561.901955,Hepatocellular carcinoma,HCC
760,0.194553464,8562.305165,35373.99733,8562.110611,Hepatocellular carcinoma,HCC
761,0.041523104,8562.346688,35252.85914,8562.305165,Hepatocellular carcinoma,HCC
762,0.017070133,8562.363758,35222.32847,8562.346688,Hepatocellular carcinoma,HCC
763,0.358033902,8562.721792,35139.82194,8562.363758,Hepatocellular carcinoma,HCC
764,0.327491588,8563.049284,35099.32525,8562.721792,Hepatocellular carcinoma,HCC
765,0.000309913,8563.049593,32036.86018,8563.049284,Hepatocellular carcinoma,Decomp
766,0.00012613,8563.04972,31970.66044,8563.049593,Hepatocellular carcinoma,Decomp
767,11.61776501,8574.667485,31003.33468,8563.04972,Hepatocellular carcinoma,Decomp
768,28.73130532,8603.39879,30963.67677,8574.667485,Hepatocellular carcinoma,Decomp
769,0.000121825,8603.398912,30502.82488,8603.39879,Hepatocellular carcinoma,Decomp
770,0.000383438,8603.399295,30502.75302,8603.398912,Hepatocellular carcinoma,Decomp
771,0.001999558,8603.401295,30502.69595,8603.399295,Hepatocellular carcinoma,Decomp
772,0.000256111,8603.401551,30502.68688,8603.401295,Hepatocellular carcinoma,Decomp
773,0.009380777,8603.410932,30502.62135,8603.401551,Hepatocellular carcinoma,Decomp
774,0.027160127,8603.438092,30502.5044,8603.410932,Hepatocellular carcinoma,Decomp
775,0.00094663,8603.439038,30502.4558,8603.438092,Hepatocellular carcinoma,Decomp
776,0.007579817,8603.446618,30502.36766,8603.439038,Hepatocellular carcinoma,Decomp
777,0.59646439,8604.043083,30502.32259,8603.446618,Hepatocellular carcinoma,Decomp
778,0.032200153,8604.075283,30502.31286,8604.043083,Hepatocellular carcinoma,Decomp
779,0.115508594,8604.190791,30502.3003,8604.075283,Hepatocellular carcinoma,Decomp
780,0.105515918,8604.296307,30502.20186,8604.190791,Hepatocellular carcinoma,Decomp
781,2.831987792,8607.128295,30502.01436,8604.296307,Hepatocellular carcinoma,Decomp
782,2.03566668,8609.163962,30501.98574,8607.128295,Hepatocellular carcinoma,Decomp
783,0.422504451,8609.586466,30501.94024,8609.163962,Hepatocellular carcinoma,Decomp
784,7.158799878,8616.745266,30501.64901,8609.586466,Hepatocellular carcinoma,Decomp
785,6.862804466,8623.608071,30501.46132,8616.745266,Hepatocellular carcinoma,Decomp
786,17.97154392,8641.579614,30500.7881,8623.608071,Hepatocellular carcinoma,Decomp
787,1.06848E-05,8641.579625,25410.125,8641.579614,Late fibrotic stage (F4),F4
788,3.56034E-06,8641.579629,25410.125,8641.579625,Late fibrotic stage (F4),F4
789,264.0477208,8905.62735,25410.125,8641.579629,Late fibrotic stage (F4),F4
790,600.4950021,9506.122352,25410.125,8905.62735,Late fibrotic stage (F4),F4
791,317.2494136,9823.371765,25410.125,9506.122352,Late fibrotic stage (F4),F4
792,0.00279952,9823.374565,25410.125,9823.371765,Late fibrotic stage (F4),F4
793,151.9918023,9975.366367,25410.125,9823.374565,Late fibrotic stage (F4),F4
794,0.001119591,9975.367487,25410.125,9975.366367,Late fibrotic stage (F4),F4
795,80.94120864,10056.3087,25410.125,9975.367487,Late fibrotic stage (F4),F4
796,182.9046754,10239.21337,25410.125,10056.3087,Late fibrotic stage (F4),F4
797,133.8625991,10373.07597,25410.125,10239.21337,Late fibrotic stage (F4),F4
798,0.001619265,10373.07759,25410.125,10373.07597,Late fibrotic stage (F4),F4
799,0.00453603,10373.08213,25410.125,10373.07759,Late fibrotic stage (F4),F4
800,57.59552337,10430.67765,25410.125,10373.08213,Late fibrotic stage (F4),F4
801,59.17590142,10489.85355,25410.125,10430.67765,Late fibrotic stage (F4),F4
802,0.021197483,10489.87475,25410.125,10489.85355,Late fibrotic stage (F4),F4
803,20.90624729,10510.78099,25410.125,10489.87475,Late fibrotic stage (F4),F4
804,0.088956851,10510.86995,25410.125,10510.78099,Late fibrotic stage (F4),F4
805,0.003501884,10510.87345,25410.125,10510.86995,Late fibrotic stage (F4),F4
806,1.321024661,10512.19448,25410.125,10510.87345,Late fibrotic stage (F4),F4
807,25.88405754,10538.07854,25410.125,10512.19448,Late fibrotic stage (F4),F4
808,0.31752971,10538.39607,25410.125,10538.07854,Late fibrotic stage (F4),F4
809,6.35274005,10544.74881,25410.125,10538.39607,Late fibrotic stage (F4),F4
810,0.011470023,10544.76028,25410.125,10544.74881,Late fibrotic stage (F4),F4
811,4.789638527,10549.54991,25410.125,10544.76028,Late fibrotic stage (F4),F4
812,0.081348052,10549.63126,25410.125,10549.54991,Late fibrotic stage (F4),F4
813,0.244784168,10549.87605,25410.125,10549.63126,Late fibrotic stage (F4),F4
814,0.963415218,10550.83946,25410.125,10549.87605,Late fibrotic stage (F4),F4
815,899.5833836,11450.42284,24852.27383,10550.83946,Late fibrotic stage (F4),F4
816,1291.218859,12741.6417,23503.56402,11450.42284,Late fibrotic stage (F4),F4
817,0.002180661,12741.64388,22032.19155,12741.6417,Late fibrotic stage (F4),F4
818,0.000749385,12741.64463,22013.83047,12741.64388,Late fibrotic stage (F4),F4
819,455.2963166,13196.94095,20920.93631,12741.64463,Late fibrotic stage (F4),F4
820,1615.0811,14812.02205,20449.26239,13196.94095,Late fibrotic stage (F4),F4
821,602.1584831,15414.18053,19703.06691,14812.02205,Late fibrotic stage (F4),F4
822,2755.263726,18169.44426,19441.65922,15414.18053,Late fibrotic stage (F4),F4
823,270.9639141,18440.40817,17422.81128,18169.44426,Late fibrotic stage (F4),F4
824,0.257151869,18440.66533,16614.4771,18440.40817,Late fibrotic stage (F4),F4
825,0.005004869,18440.67033,16614.4771,18440.66533,Late fibrotic stage (F4),F4
826,0.012592526,18440.68292,16614.4771,18440.67033,Late fibrotic stage (F4),F4
827,0.890796001,18441.57372,16614.4771,18440.68292,Late fibrotic stage (F4),F4
828,0.784520473,18442.35824,16614.4771,18441.57372,Late fibrotic stage (F4),F4
829,2.922685361,18445.28092,16614.4771,18442.35824,Late fibrotic stage (F4),F4
830,0.005764207,18445.28669,16614.4771,18445.28092,Late fibrotic stage (F4),F4
831,0.01429574,18445.30098,16614.4771,18445.28669,Late fibrotic stage (F4),F4
832,0.063860981,18445.36485,16614.4771,18445.30098,Late fibrotic stage (F4),F4
833,0.012488057,18445.37733,16614.4771,18445.36485,Late fibrotic stage (F4),F4
834,0.035841107,18445.41317,16614.4771,18445.37733,Late fibrotic stage (F4),F4
835,0.231459834,18445.64463,16614.4771,18445.41317,Late fibrotic stage (F4),F4
836,3.95463939,18449.59927,16614.4771,18445.64463,Late fibrotic stage (F4),F4
837,55.12452282,18504.7238,16614.4771,18449.59927,Late fibrotic stage (F4),F4
838,15.38332279,18520.10712,16614.4771,18504.7238,Late fibrotic stage (F4),F4
839,108.8562207,18628.96334,16614.4771,18520.10712,Late fibrotic stage (F4),F4
840,146.7404191,18775.70376,16614.4771,18628.96334,Late fibrotic stage (F4),F4
841,13.29821936,18789.00198,16614.4771,18775.70376,Late fibrotic stage (F4),F4
842,45.52249279,18834.52447,16614.4771,18789.00198,Late fibrotic stage (F4),F4
843,110.5673023,18945.09177,16614.4771,18834.52447,Late fibrotic stage (F4),F4
844,0.009519416,18945.10129,16614.4771,18945.09177,Late fibrotic stage (F4),F4
845,0.003354114,18945.10465,16614.4771,18945.10129,Late fibrotic stage (F4),F4
846,215.1011926,19160.20584,16614.4771,18945.10465,Late fibrotic stage (F4),F4
847,271.8025976,19432.00844,16614.4771,19160.20584,Late fibrotic stage (F4),F4
848,0.014581865,19432.02302,16614.4771,19432.00844,Late fibrotic stage (F4),F4
849,50.68322239,19482.70624,16614.4771,19432.02302,Late fibrotic stage (F4),F4
850,247.4839596,19730.1902,16614.4771,19482.70624,Late fibrotic stage (F4),F4
851,14.56970332,19744.7599,16614.4771,19730.1902,Late fibrotic stage (F4),F4
852,123.7570569,19868.51696,16614.4771,19744.7599,Late fibrotic stage (F4),F4
853,0.005567273,19868.52253,16614.4771,19868.51696,Late fibrotic stage (F4),F4
854,16.17840203,19884.70093,16614.4771,19868.52253,Late fibrotic stage (F4),F4
855,4.119662164,19888.82059,16614.4771,19884.70093,Late fibrotic stage (F4),F4
856,325.753747,20214.57434,16614.4771,19888.82059,Late fibrotic stage (F4),F4
857,57.73128201,20272.30562,16614.4771,20214.57434,Late fibrotic stage (F4),F4
858,115.9260131,20388.23164,16614.4771,20272.30562,Late fibrotic stage (F4),F4
859,0.000121781,20388.23176,16614.4771,20388.23164,Late fibrotic stage (F4),F4
860,0.035240366,20388.267,16614.4771,20388.23176,Late fibrotic stage (F4),F4
861,0.012250272,20388.27925,16614.4771,20388.267,Late fibrotic stage (F4),F4
862,0.228053724,20388.5073,16614.4771,20388.27925,Late fibrotic stage (F4),F4
863,0.000346894,20388.50765,16614.4771,20388.5073,Late fibrotic stage (F4),F4
864,160.2983738,20548.80602,16614.4771,20388.50765,Late fibrotic stage (F4),F4
865,2.765301025,20551.57132,16614.4771,20548.80602,Late fibrotic stage (F4),F4
866,0.013583579,20551.58491,16614.4771,20551.57132,Late fibrotic stage (F4),F4
867,0.005466176,20551.59037,16614.4771,20551.58491,Late fibrotic stage (F4),F4
868,0.060847328,20551.65122,16614.4771,20551.59037,Late fibrotic stage (F4),F4
869,0.712127483,20552.36335,16614.4771,20551.65122,Late fibrotic stage (F4),F4
870,214.5295934,20766.89294,16614.4771,20552.36335,Late fibrotic stage (F4),F4
871,0.804004504,20767.69695,16614.4771,20766.89294,Late fibrotic stage (F4),F4
872,330.6885996,21098.38555,16614.4771,20767.69695,Late fibrotic stage (F4),F4
873,0.222904797,21098.60845,16614.4771,21098.38555,Late fibrotic stage (F4),F4
874,33.60907821,21132.21753,16614.4771,21098.60845,Late fibrotic stage (F4),F4
875,8.397894467,21140.61542,16614.4771,21132.21753,Late fibrotic stage (F4),F4
876,45.11046441,21185.72589,16614.4771,21140.61542,Late fibrotic stage (F4),F4
877,64.73938041,21250.46527,16614.4771,21185.72589,Late fibrotic stage (F4),F4
878,14.91597067,21265.38124,16614.4771,21250.46527,Late fibrotic stage (F4),F4
879,45.50364007,21310.88488,16614.4771,21265.38124,Late fibrotic stage (F4),F4
880,151.9195395,21462.80442,16614.4771,21310.88488,Late fibrotic stage (F4),F4
881,166.232885,21629.0373,16614.4771,21462.80442,Late fibrotic stage (F4),F4
882,577.4078148,22206.44512,16614.4771,21629.0373,Late fibrotic stage (F4),F4
883,502.1926322,22708.63775,16614.4771,22206.44512,Late fibrotic stage (F4),F4
884,582.7176551,23291.35541,16614.4771,22708.63775,Late fibrotic stage (F4),F4
885,362.5684233,23653.92383,16614.4771,23291.35541,Late fibrotic stage (F4),F4
886,0.000144088,23653.92397,16365.43403,23653.92383,Late fibrotic stage (F4),F4
887,0.00041786,23653.92439,16350.85368,23653.92397,Late fibrotic stage (F4),F4
888,297.6981597,23951.62255,16328.88123,23653.92439,Late fibrotic stage (F4),F4
889,4.013108065,23955.63566,13031.02537,23951.62255,Late fibrotic stage (F4),F4
890,4.013108065,23959.64877,13031.02537,23955.63566,Late fibrotic stage (F4),F4
891,0.025415704,23959.67418,13031.02537,23959.64877,Late fibrotic stage (F4),F4
892,0.025415704,23959.6996,13031.02537,23959.67418,Late fibrotic stage (F4),F4
893,0.020892118,23959.72049,13031.02537,23959.6996,Late fibrotic stage (F4),F4
894,0.020892118,23959.74138,13031.02537,23959.72049,Late fibrotic stage (F4),F4
895,0.053226708,23959.79461,13031.02537,23959.74138,Late fibrotic stage (F4),F4
896,0.053226708,23959.84784,13031.02537,23959.79461,Late fibrotic stage (F4),F4
897,0.291992483,23960.13983,13031.02537,23959.84784,Late fibrotic stage (F4),F4
898,0.291992483,23960.43182,13031.02537,23960.13983,Late fibrotic stage (F4),F4
899,13.51936174,23973.95118,13031.02537,23960.43182,Late fibrotic stage (F4),F4
900,35.53166177,24009.48284,13031.02537,23973.95118,Late fibrotic stage (F4),F4
901,52.17766128,24061.6605,13031.02537,24009.48284,Late fibrotic stage (F4),F4
902,16.45328258,24078.11379,13031.02537,24061.6605,Late fibrotic stage (F4),F4
903,16.45328258,24094.56707,13031.02537,24078.11379,Late fibrotic stage (F4),F4
904,57.26378933,24151.83086,13031.02537,24094.56707,Late fibrotic stage (F4),F4
905,37.62221468,24189.45307,13031.02537,24151.83086,Late fibrotic stage (F4),F4
906,66.4538938,24255.90697,13031.02537,24189.45307,Late fibrotic stage (F4),F4
907,92.40848695,24348.31545,13031.02537,24255.90697,Late fibrotic stage (F4),F4
908,93.66268566,24441.97814,13031.02537,24348.31545,Late fibrotic stage (F4),F4
909,0.004164283,24441.9823,13031.02537,24441.97814,Late fibrotic stage (F4),F4
910,0.004164283,24441.98647,13031.02537,24441.9823,Late fibrotic stage (F4),F4
911,181.3790966,24623.36557,13031.02537,24441.98647,Late fibrotic stage (F4),F4
912,41.784148,24665.14971,13031.02537,24623.36557,Late fibrotic stage (F4),F4
913,57.40554894,24722.55526,13031.02537,24665.14971,Late fibrotic stage (F4),F4
914,0.021916997,24722.57718,13031.02537,24722.55526,Late fibrotic stage (F4),F4
915,0.021916997,24722.5991,13031.02537,24722.57718,Late fibrotic stage (F4),F4
916,191.818189,24914.41729,13031.02537,24722.5991,Late fibrotic stage (F4),F4
917,162.6630932,25077.08038,13031.02537,24914.41729,Late fibrotic stage (F4),F4
918,79.90786773,25156.98825,13031.02537,25077.08038,Late fibrotic stage (F4),F4
919,3.110074733,25160.09832,13031.02537,25156.98825,Late fibrotic stage (F4),F4
920,3.110074733,25163.2084,13031.02537,25160.09832,Late fibrotic stage (F4),F4
921,30.58379652,25193.79219,13031.02537,25163.2084,Late fibrotic stage (F4),F4
922,42.75304114,25236.54523,13031.02537,25193.79219,Late fibrotic stage (F4),F4
923,13.1385878,25249.68382,13031.02537,25236.54523,Late fibrotic stage (F4),F4
924,13.1385878,25262.82241,13031.02537,25249.68382,Late fibrotic stage (F4),F4
925,42.19406651,25305.01648,13031.02537,25262.82241,Late fibrotic stage (F4),F4
926,53.84478761,25358.86126,13031.02537,25305.01648,Late fibrotic stage (F4),F4
927,10.54299793,25369.40426,13031.02537,25358.86126,Late fibrotic stage (F4),F4
928,152.8690553,25522.27332,13031.02537,25369.40426,Late fibrotic stage (F4),F4
929,27.37523999,25549.64856,13031.02537,25522.27332,Late fibrotic stage (F4),F4
930,33.02483193,25582.67339,13031.02537,25549.64856,Late fibrotic stage (F4),F4
931,0.723556418,25583.39694,13031.02537,25582.67339,Late fibrotic stage (F4),F4
932,0.723556418,25584.1205,13031.02537,25583.39694,Late fibrotic stage (F4),F4
933,0.038731283,25584.15923,13031.02537,25584.1205,Late fibrotic stage (F4),F4
934,0.038731283,25584.19796,13031.02537,25584.15923,Late fibrotic stage (F4),F4
935,0.015186814,25584.21315,13031.02537,25584.19796,Late fibrotic stage (F4),F4
936,0.015186814,25584.22834,13031.02537,25584.21315,Late fibrotic stage (F4),F4
937,2.823790438,25587.05213,13031.02537,25584.22834,Late fibrotic stage (F4),F4
938,0.018681628,25587.07081,13031.02537,25587.05213,Late fibrotic stage (F4),F4
939,0.018681628,25587.08949,13031.02537,25587.07081,Late fibrotic stage (F4),F4
940,0.212775687,25587.30227,13031.02537,25587.08949,Late fibrotic stage (F4),F4
941,0.212775687,25587.51504,13031.02537,25587.30227,Late fibrotic stage (F4),F4
942,5.8474358,25593.36248,13031.02537,25587.51504,Late fibrotic stage (F4),F4
943,8.931507131,25602.29399,13031.02537,25593.36248,Late fibrotic stage (F4),F4
944,2.150773931,25604.44476,13031.02537,25602.29399,Late fibrotic stage (F4),F4
945,1.611035256,25606.05579,13031.02537,25604.44476,Late fibrotic stage (F4),F4
946,78.18640668,25684.2422,13031.02537,25606.05579,Late fibrotic stage (F4),F4
947,3.099974375,25687.34218,13031.02537,25684.2422,Late fibrotic stage (F4),F4
948,44.15141219,25731.49359,13031.02537,25687.34218,Late fibrotic stage (F4),F4
949,0.004738247,25731.49833,12911.4351,25731.49359,Late fibrotic stage (F4),F4
950,0.001714155,25731.50004,12822.14919,25731.49833,Late fibrotic stage (F4),F4
951,1440.723916,27172.22396,12394.89305,25731.50004,Late fibrotic stage (F4),F4
952,2817.893082,29990.11704,12246.18643,27172.22396,Late fibrotic stage (F4),F4
953,0.011168076,29990.12821,12133.49407,29990.11704,Late fibrotic stage (F4),F4
